"","folder","filename","database","annotation","image","width","height","depth","segmented","name","pose","truncated","difficult","occluded"
"206","VOC2012","2007_006348.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Right",0,0,0
"207","VOC2012","2007_006364.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,344,1,1,"horse","Left",1,0,0
"208","VOC2012","2007_006373.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"sofa","Unspecified",1,0,0
"209","VOC2012","2007_006444.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"dog","Rear",0,0,0
"210","VOC2012","2007_006449.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bicycle","Left",0,0,0
"211","VOC2012","2007_006549.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"boat","Left",0,0,0
"212","VOC2012","2007_006553.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",366,500,1,1,"chair","Frontal",0,0,0
"213","VOC2012","2007_006560.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Unspecified",1,0,0
"214","VOC2012","2007_006647.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Unspecified",0,0,0
"215","VOC2012","2007_006678.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sheep","Unspecified",0,0,0
"216","VOC2012","2007_006680.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"train","Unspecified",0,0,0
"217","VOC2012","2007_006698.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Unspecified",1,0,0
"218","VOC2012","2007_006761.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"cow","Left",0,0,0
"219","VOC2012","2007_006802.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,350,1,1,"train","Unspecified",1,0,0
"220","VOC2012","2007_006837.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,320,1,1,"sheep","Unspecified",0,1,0
"221","VOC2012","2007_006841.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,316,1,1,"cow","Unspecified",0,1,0
"222","VOC2012","2007_006864.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,334,1,1,"person","Unspecified",1,0,0
"223","VOC2012","2007_006866.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",480,392,1,1,"person","Right",0,0,0
"224","VOC2012","2007_006946.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"aeroplane","Unspecified",0,0,0
"225","VOC2012","2007_007007.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,374,1,1,"person","Unspecified",1,0,0
"226","VOC2012","2007_007084.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,374,1,1,"bird","Left",0,0,0
"227","VOC2012","2007_007109.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,332,1,1,"horse","Unspecified",1,0,0
"228","VOC2012","2007_007130.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Unspecified",0,0,0
"229","VOC2012","2007_007165.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"sheep","Unspecified",0,0,0
"230","VOC2012","2007_007168.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"train","Unspecified",1,0,0
"231","VOC2012","2007_007195.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"person","Unspecified",1,0,0
"232","VOC2012","2007_007196.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"233","VOC2012","2007_007203.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Unspecified",0,0,0
"234","VOC2012","2007_007211.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"motorbike","Right",0,0,0
"235","VOC2012","2007_007235.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"bicycle","Left",0,0,0
"236","VOC2012","2007_007341.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Frontal",1,0,0
"237","VOC2012","2007_007414.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"person","Unspecified",1,0,0
"238","VOC2012","2007_007417.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,269,1,1,"dog","Left",0,0,0
"239","VOC2012","2007_007470.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"aeroplane","Unspecified",0,0,0
"240","VOC2012","2007_007477.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",431,500,1,1,"boat","Frontal",1,0,0
"241","VOC2012","2007_007493.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Unspecified",1,0,0
"242","VOC2012","2007_007498.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,376,1,1,"diningtable","Unspecified",1,0,0
"243","VOC2012","2007_007524.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",333,500,1,1,"cat","Left",1,0,0
"244","VOC2012","2007_007534.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sheep","Unspecified",1,0,0
"245","VOC2012","2007_007624.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"pottedplant","Unspecified",0,0,0
"246","VOC2012","2007_007651.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",355,500,1,1,"person","Frontal",1,0,0
"247","VOC2012","2007_007688.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"motorbike","Unspecified",1,0,0
"248","VOC2012","2007_007748.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",332,500,1,1,"horse","Left",0,0,0
"249","VOC2012","2007_007795.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Unspecified",0,0,0
"250","VOC2012","2007_007810.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"diningtable","Unspecified",1,1,0
"251","VOC2012","2007_007815.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,368,1,1,"car","Frontal",0,0,0
"252","VOC2012","2007_007818.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bus","Unspecified",0,1,0
"253","VOC2012","2007_007836.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bicycle","Left",1,0,0
"254","VOC2012","2007_007849.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,281,1,1,"tvmonitor","Unspecified",0,1,0
"255","VOC2012","2007_007881.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,334,1,1,"train","Left",1,0,0
"256","VOC2012","2007_007996.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"person","Unspecified",1,0,0
"257","VOC2012","2007_008051.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bird","Left",1,0,0
"258","VOC2012","2007_008084.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",338,500,1,1,"bird","Frontal",0,0,0
"259","VOC2012","2007_008106.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"chair","Frontal",0,0,0
"260","VOC2012","2007_008110.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"cat","Left",0,0,0
"261","VOC2012","2007_008204.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,374,1,1,"bottle","Unspecified",0,0,0
"262","VOC2012","2007_008222.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",333,500,1,1,"dog","Frontal",0,0,0
"263","VOC2012","2007_008256.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",480,423,1,1,"person","Unspecified",1,0,0
"264","VOC2012","2007_008260.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"dog","Left",0,0,0
"265","VOC2012","2007_008339.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"train","Unspecified",0,0,0
"266","VOC2012","2007_008374.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Rear",1,0,0
"267","VOC2012","2007_008415.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,349,1,1,"dog","Unspecified",0,0,0
"268","VOC2012","2007_008430.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"person","Unspecified",1,0,0
"269","VOC2012","2007_008543.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"chair","Unspecified",1,0,0
"270","VOC2012","2007_008547.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",450,338,1,1,"pottedplant","Unspecified",0,0,0
"271","VOC2012","2007_008596.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",356,480,1,1,"horse","Frontal",0,0,0
"272","VOC2012","2007_008645.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,330,1,1,"boat","Left",0,0,0
"273","VOC2012","2007_008670.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",331,500,1,1,"bird","Right",0,0,0
"274","VOC2012","2007_008708.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"car","Frontal",0,0,0
"275","VOC2012","2007_008722.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,332,1,1,"cow","Rear",0,0,0
"276","VOC2012","2007_008747.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"bus","Frontal",0,0,0
"277","VOC2012","2007_008802.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",320,212,1,1,"horse","Unspecified",0,0,0
"278","VOC2012","2007_008815.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"cat","Unspecified",1,0,0
"279","VOC2012","2007_008897.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,336,1,1,"person","Unspecified",0,0,0
"280","VOC2012","2007_008944.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",444,500,1,1,"person","Unspecified",1,0,0
"281","VOC2012","2007_008964.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"dog","Left",1,0,0
"282","VOC2012","2007_008973.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"cow","Unspecified",0,0,0
"283","VOC2012","2007_008980.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",459,500,1,1,"dog","Unspecified",0,0,0
"284","VOC2012","2007_009015.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"bus","Unspecified",0,0,0
"285","VOC2012","2007_009068.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sofa","Unspecified",1,1,0
"286","VOC2012","2007_009084.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"motorbike","Right",0,0,0
"287","VOC2012","2007_009088.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bird","Frontal",0,0,0
"288","VOC2012","2007_009096.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",344,208,1,1,"car","Unspecified",0,0,0
"289","VOC2012","2007_009221.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"cat","Right",1,0,0
"290","VOC2012","2007_009245.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"cow","Right",0,0,0
"291","VOC2012","2007_009251.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"horse","Frontal",0,0,0
"292","VOC2012","2007_009252.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,369,1,1,"sofa","Frontal",1,0,0
"293","VOC2012","2007_009258.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",334,500,1,1,"bicycle","Unspecified",0,0,0
"294","VOC2012","2007_009320.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sheep","Unspecified",0,0,0
"295","VOC2012","2007_009323.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bird","Unspecified",0,0,0
"296","VOC2012","2007_009331.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"horse","Unspecified",1,0,0
"297","VOC2012","2007_009346.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"cat","Right",0,0,0
"298","VOC2012","2007_009392.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,331,1,1,"bus","Unspecified",1,0,0
"299","VOC2012","2007_009413.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,500,1,1,"chair","Frontal",0,0,0
"300","VOC2012","2007_009419.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"pottedplant","Unspecified",1,0,0
"301","VOC2012","2007_009446.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"tvmonitor","Unspecified",0,0,0
"302","VOC2012","2007_009458.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",473,500,1,1,"bottle","Unspecified",0,0,0
"303","VOC2012","2007_009521.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sofa","Unspecified",1,1,0
"304","VOC2012","2007_009562.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",357,500,1,1,"dog","Frontal",0,0,0
"305","VOC2012","2007_009592.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",360,270,1,1,"dog","Frontal",1,0,0
"306","VOC2012","2007_009654.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",333,500,1,1,"person","Unspecified",1,0,0
"307","VOC2012","2007_009655.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",375,500,1,1,"sofa","Unspecified",1,1,0
"308","VOC2012","2007_009684.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"sofa","Unspecified",1,1,0
"309","VOC2012","2007_009687.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Frontal",0,0,0
"310","VOC2012","2007_009691.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"motorbike","Right",1,0,0
"311","VOC2012","2007_009706.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"diningtable","Unspecified",1,0,0
"312","VOC2012","2007_009750.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"pottedplant","Unspecified",1,0,0
"313","VOC2012","2007_009756.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"person","Left",0,0,0
"314","VOC2012","2007_009764.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bus","Rear",1,0,0
"315","VOC2012","2007_009794.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",372,500,1,1,"cat","Right",1,0,0
"316","VOC2012","2007_009817.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"bird","Left",1,0,0
"317","VOC2012","2007_009841.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,321,1,1,"person","Unspecified",0,0,0
"318","VOC2012","2007_009897.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"cow","Right",0,0,0
"319","VOC2012","2007_009911.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,400,1,1,"aeroplane","Right",0,0,0
"320","VOC2012","2007_009923.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,333,1,1,"cat","Unspecified",0,0,0
"321","VOC2012","2007_009938.jpg","The VOC2007 Database","PASCAL VOC2007","flickr",500,375,1,1,"motorbike","Rear",0,0,0
"322","VOC2012","2008_000009.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Left",0,0,0
"323","VOC2012","2008_000016.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Unspecified",0,0,0
"324","VOC2012","2008_000073.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,351,1,1,"cow","Left",0,0,0
"325","VOC2012","2008_000075.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"bus","Right",1,0,0
"326","VOC2012","2008_000080.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Unspecified",0,0,0
"327","VOC2012","2008_000107.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",414,500,1,1,"chair","Frontal",0,0,1
"328","VOC2012","2008_000120.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,332,1,1,"boat","Unspecified",0,0,0
"329","VOC2012","2008_000123.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bird","Left",0,0,0
"330","VOC2012","2008_000149.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,357,1,1,"sofa","Frontal",0,0,0
"331","VOC2012","2008_000182.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",411,500,1,1,"cat","Unspecified",0,0,0
"332","VOC2012","2008_000213.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Frontal",1,0,0
"333","VOC2012","2008_000215.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"334","VOC2012","2008_000223.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,319,1,1,"person","Frontal",1,0,0
"335","VOC2012","2008_000233.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",461,307,1,1,"person","Frontal",1,0,0
"336","VOC2012","2008_000234.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",1,0,1
"337","VOC2012","2008_000239.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"dog","Unspecified",1,0,0
"338","VOC2012","2008_000254.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",338,500,1,1,"person","Right",0,0,0
"339","VOC2012","2008_000270.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,334,1,1,"person","Frontal",0,0,1
"340","VOC2012","2008_000271.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"341","VOC2012","2008_000345.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,347,1,1,"cat","Left",0,0,0
"342","VOC2012","2008_000359.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",1,0,0
"343","VOC2012","2008_000391.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"pottedplant","Unspecified",0,0,1
"344","VOC2012","2008_000401.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Right",1,0,0
"345","VOC2012","2008_000464.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Left",0,0,0
"346","VOC2012","2008_000469.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,338,1,1,"person","Rear",0,0,1
"347","VOC2012","2008_000474.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Right",0,0,0
"348","VOC2012","2008_000501.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"car","Right",1,0,0
"349","VOC2012","2008_000510.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Unspecified",0,0,0
"350","VOC2012","2008_000533.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,357,1,1,"bird","Left",0,0,0
"351","VOC2012","2008_000573.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"diningtable","Unspecified",1,0,1
"352","VOC2012","2008_000589.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"sofa","Unspecified",0,0,0
"353","VOC2012","2008_000602.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",325,500,1,1,"horse","Right",1,0,0
"354","VOC2012","2008_000630.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",273,500,1,1,"person","Rear",0,0,0
"355","VOC2012","2008_000657.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"train","Frontal",0,0,0
"356","VOC2012","2008_000661.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",0,0,1
"357","VOC2012","2008_000662.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Right",0,0,1
"358","VOC2012","2008_000666.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",320,213,1,1,"person","Frontal",0,0,0
"359","VOC2012","2008_000673.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",320,213,1,1,"person","Unspecified",0,0,0
"360","VOC2012","2008_000700.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",0,0,0
"361","VOC2012","2008_000725.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,332,1,1,"person","Rear",0,0,1
"362","VOC2012","2008_000731.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",320,426,1,1,"person","Frontal",0,0,1
"363","VOC2012","2008_000763.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"diningtable","Unspecified",1,1,0
"364","VOC2012","2008_000765.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",374,500,1,1,"horse","Left",1,0,0
"365","VOC2012","2008_000782.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"motorbike","Frontal",1,0,0
"366","VOC2012","2008_000795.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,332,1,1,"person","Frontal",1,0,0
"367","VOC2012","2008_000811.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",0,0,1
"368","VOC2012","2008_000848.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bird","Unspecified",0,0,0
"369","VOC2012","2008_000853.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"cat","Frontal",0,0,1
"370","VOC2012","2008_000863.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,336,1,1,"dog","Frontal",0,0,0
"371","VOC2012","2008_000911.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",374,500,1,1,"bottle","Unspecified",0,0,0
"372","VOC2012","2008_000919.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cow","Left",1,0,0
"373","VOC2012","2008_000943.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"dog","Unspecified",1,0,0
"374","VOC2012","2008_000992.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Frontal",1,0,0
"375","VOC2012","2008_001013.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"person","Unspecified",1,0,0
"376","VOC2012","2008_001028.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",0,0,0
"377","VOC2012","2008_001040.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Right",0,0,0
"378","VOC2012","2008_001070.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Frontal",1,0,0
"379","VOC2012","2008_001074.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",354,500,1,1,"person","Right",1,0,0
"380","VOC2012","2008_001076.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,1
"381","VOC2012","2008_001078.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Left",0,0,0
"382","VOC2012","2008_001135.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Right",0,0,0
"383","VOC2012","2008_001150.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"motorbike","Left",0,0,0
"384","VOC2012","2008_001170.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",0,0,0
"385","VOC2012","2008_001231.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Rear",0,0,0
"386","VOC2012","2008_001249.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",360,480,1,1,"person","Frontal",1,0,0
"387","VOC2012","2008_001260.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"boat","Left",0,0,0
"388","VOC2012","2008_001283.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Right",1,0,0
"389","VOC2012","2008_001308.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Unspecified",0,0,0
"390","VOC2012","2008_001379.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Frontal",0,0,0
"391","VOC2012","2008_001404.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"person","Frontal",0,0,1
"392","VOC2012","2008_001433.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,400,1,1,"cat","Right",1,0,0
"393","VOC2012","2008_001439.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,278,1,1,"chair","Frontal",0,0,0
"394","VOC2012","2008_001478.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"dog","Right",0,0,1
"395","VOC2012","2008_001491.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"person","Unspecified",0,0,0
"396","VOC2012","2008_001504.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",375,500,1,1,"person","Frontal",1,0,0
"397","VOC2012","2008_001513.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Unspecified",0,0,0
"398","VOC2012","2008_001514.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,391,1,1,"bird","Unspecified",0,0,0
"399","VOC2012","2008_001531.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"bicycle","Unspecified",0,0,0
"400","VOC2012","2008_001546.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,297,1,1,"aeroplane","Left",0,0,0
"401","VOC2012","2008_001547.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",492,500,1,1,"person","Frontal",0,0,0
"402","VOC2012","2008_001580.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"boat","Right",0,0,1
"403","VOC2012","2008_001629.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Left",1,0,0
"404","VOC2012","2008_001640.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Frontal",0,0,0
"405","VOC2012","2008_001682.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"horse","Right",0,0,0
"406","VOC2012","2008_001688.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"tvmonitor","Frontal",0,0,0
"407","VOC2012","2008_001715.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"chair","Right",0,0,0
"408","VOC2012","2008_001821.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"409","VOC2012","2008_001874.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"person","Frontal",1,0,0
"410","VOC2012","2008_001885.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,375,1,1,"cat","Left",1,0,0
"411","VOC2012","2008_001895.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,333,1,1,"dog","Frontal",1,0,0
"412","VOC2012","2008_001966.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",333,500,1,1,"bird","Right",0,0,1
"413","VOC2012","2008_001971.jpg","The VOC2008 Database","PASCAL VOC2008","flickr",500,335,1,1,"aeroplane","Left",0,0,0
